date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:36:48	31313/31313	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Jun%202021%2017:31:46%20GMT	https://www.tutorialspoint.com/data_structures_algorithms/insertion_sort_algorithm.htm	D:/httrack/ads/ADS/www.tutorialspoint.com/data_structures_algorithms/insertion_sort_algorithm.html	(from https://www.tutorialspoint.com/data_structures_algorithms/index.htm)
11:36:48	30321/30321	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Jun%202021%2019:05:50%20GMT	https://www.tutorialspoint.com/data_structures_algorithms/selection_sort_algorithm.htm	D:/httrack/ads/ADS/www.tutorialspoint.com/data_structures_algorithms/selection_sort_algorithm.html	(from https://www.tutorialspoint.com/data_structures_algorithms/index.htm)
11:36:49	30908/30908	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Jun%202021%2021:50:39%20GMT	https://www.tutorialspoint.com/data_structures_algorithms/merge_sort_algorithm.htm	D:/httrack/ads/ADS/www.tutorialspoint.com/data_structures_algorithms/merge_sort_algorithm.html	(from https://www.tutorialspoint.com/data_structures_algorithms/index.htm)
11:36:49	30667/30667	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jun%202021%2009:45:06%20GMT	https://www.tutorialspoint.com/data_structures_algorithms/shell_sort_algorithm.htm	D:/httrack/ads/ADS/www.tutorialspoint.com/data_structures_algorithms/shell_sort_algorithm.html	(from https://www.tutorialspoint.com/data_structures_algorithms/index.htm)
11:36:49	30426/30426	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Jun%202021%2012:17:40%20GMT	https://www.tutorialspoint.com/data_structures_algorithms/quick_sort_algorithm.htm	D:/httrack/ads/ADS/www.tutorialspoint.com/data_structures_algorithms/quick_sort_algorithm.html	(from https://www.tutorialspoint.com/data_structures_algorithms/index.htm)
11:36:49	29535/29535	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jun%202021%2007:34:13%20GMT	https://www.tutorialspoint.com/data_structures_algorithms/graph_data_structure.htm	D:/httrack/ads/ADS/www.tutorialspoint.com/data_structures_algorithms/graph_data_structure.html	(from https://www.tutorialspoint.com/data_structures_algorithms/index.htm)
11:36:50	30911/30911	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Jun%202021%2019:34:39%20GMT	https://www.tutorialspoint.com/data_structures_algorithms/depth_first_traversal.htm	D:/httrack/ads/ADS/www.tutorialspoint.com/data_structures_algorithms/depth_first_traversal.html	(from https://www.tutorialspoint.com/data_structures_algorithms/index.htm)
11:36:50	30380/30380	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jun%202021%2007:40:19%20GMT	https://www.tutorialspoint.com/data_structures_algorithms/breadth_first_traversal.htm	D:/httrack/ads/ADS/www.tutorialspoint.com/data_structures_algorithms/breadth_first_traversal.html	(from https://www.tutorialspoint.com/data_structures_algorithms/index.htm)
11:36:50	33700/33700	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jun%202021%2000:30:40%20GMT	https://www.tutorialspoint.com/data_structures_algorithms/tree_data_structure.htm	D:/httrack/ads/ADS/www.tutorialspoint.com/data_structures_algorithms/tree_data_structure.html	(from https://www.tutorialspoint.com/data_structures_algorithms/index.htm)
11:36:50	30387/30387	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Jun%202021%2018:37:06%20GMT	https://www.tutorialspoint.com/data_structures_algorithms/tree_traversal.htm	D:/httrack/ads/ADS/www.tutorialspoint.com/data_structures_algorithms/tree_traversal.html	(from https://www.tutorialspoint.com/data_structures_algorithms/index.htm)
11:36:51	31195/31195	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Jun%202021%2016:00:53%20GMT	https://www.tutorialspoint.com/data_structures_algorithms/binary_search_tree.htm	D:/httrack/ads/ADS/www.tutorialspoint.com/data_structures_algorithms/binary_search_tree.html	(from https://www.tutorialspoint.com/data_structures_algorithms/index.htm)
11:36:51	33234/33234	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Jun%202021%2013:26:17%20GMT	https://www.tutorialspoint.com/data_structures_algorithms/avl_tree_algorithm.htm	D:/httrack/ads/ADS/www.tutorialspoint.com/data_structures_algorithms/avl_tree_algorithm.html	(from https://www.tutorialspoint.com/data_structures_algorithms/index.htm)
11:36:51	30320/30320	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Jun%202021%2014:15:37%20GMT	https://www.tutorialspoint.com/data_structures_algorithms/spanning_tree.htm	D:/httrack/ads/ADS/www.tutorialspoint.com/data_structures_algorithms/spanning_tree.html	(from https://www.tutorialspoint.com/data_structures_algorithms/index.htm)
11:36:52	29687/29687	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Jun%202021%2013:33:54%20GMT	https://www.tutorialspoint.com/data_structures_algorithms/heap_data_structure.htm	D:/httrack/ads/ADS/www.tutorialspoint.com/data_structures_algorithms/heap_data_structure.html	(from https://www.tutorialspoint.com/data_structures_algorithms/index.htm)
11:36:52	30475/30475	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2015:31:41%20GMT	https://www.tutorialspoint.com/data_structures_algorithms/recursion_basics.htm	D:/httrack/ads/ADS/www.tutorialspoint.com/data_structures_algorithms/recursion_basics.html	(from https://www.tutorialspoint.com/data_structures_algorithms/index.htm)
11:36:52	30198/30198	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Jun%202021%2015:02:11%20GMT	https://www.tutorialspoint.com/data_structures_algorithms/tower_of_hanoi.htm	D:/httrack/ads/ADS/www.tutorialspoint.com/data_structures_algorithms/tower_of_hanoi.html	(from https://www.tutorialspoint.com/data_structures_algorithms/index.htm)
11:36:52	29160/29160	---M-Z	200	added ('OK')	text/html	date:Sun,%2006%20Jun%202021%2013:06:59%20GMT	https://www.tutorialspoint.com/data_structures_algorithms/fibonacci_series.htm	D:/httrack/ads/ADS/www.tutorialspoint.com/data_structures_algorithms/fibonacci_series.html	(from https://www.tutorialspoint.com/data_structures_algorithms/index.htm)
